QID,abstract
Q6492533,"Las Vegas Cool Hand is a Game Boy Color game that was released in 1998 to a North American and European market. A version for the original Game Boy was also released in Europe under the title Cool Hand. This video game features blackjack, cribbage, and solitaire. Blackjack can be played by either Las Vegas Strip rules, Downtown Las Vegas rules, London rules, or Atlantic City rules. Cribbage simply requires players to earn 121 points in order to beat the dealer in five different variations of play."
Q6494118,"Last Armageddon (ラストハルマゲドン, Rasuto Harumagedon) is a 1988 post-apocalyptic role-playing video game for the NEC PC-8801, MSX, Sharp X68000, MS-DOS, PC Engine CD-ROM², and Nintendo Family Computer. The game was exclusively in the Japanese language until an English translation patch was created for the Nintendo Famicom. Described to be the antithesis of the Dragon Quest series, the introductory story deals with life after all organisms (humans and animals) have been wiped out by a mysterious force. All of the music in this game is considered to be representative of Hiroharu Hayama's early works; he was a composer for Japanese video games during the late 1980s and early 1990s. Hayama often used his music to make games feel spooky and dark."
Q6517780,"Legend of Wukong, originally known as Wucom Legend (Chinese: 悟空外傳; pinyin: Wùkōng Wàizhuàn; lit. 'Wukong Rumors' – 外傳 wàizhuàn is analogous to the Japanese Gaiden), is a Taiwanese role-playing adventure game for the Sega Mega Drive/Genesis developed by Gamtec. It was originally released in 1996 in Chinese only. The game's story is loosely based on the novel Journey to the West. An English translation of the game was done by the North American company Super Fighter Team, and began shipping to pre-order customers on December 3, 2008, at the price of US$40 per copy."
Q6531992,Lester the Unlikely is a 1994 platform video game developed by Visual Concepts for the Super Nintendo Entertainment System (SNES).
Q6712166,"M.C. Kids is a 1992 platform video game developed and published by Virgin Interactive. It was initially released for the Nintendo Entertainment System in February 1992 in North America, and by Ocean Software in May 1993 in Europe. As a licensed product for the McDonald's fast food restaurant chain, the game stars two children named Mack and Mick who venture into the fantasy world of McDonaldland in order to return Ronald McDonald's magical bag which has been stolen by the Hamburglar. The game was created by four people in eight months: Darren Bartlett (art and level design) Gregg Iz-Tavares and Dan Chang (programming) and Charles Deenen (audio)."
Q6730681,"Magic Darts (マジックダーツ, Majikku Dātsu) is a 1991 darts NES game developed by SETA Corporation and published by Romstar in the US and SETA in Japan."
Q6804434,"MechWarrior 3050 is a 1994 mech-based video game developed by Malibu. The first BattleTech based game to be released for the Sega Genesis, it was originally titled simply BattleTech but was later ported to the Super NES by Activision as MechWarrior 3050. The Sega Genesis and Super NES versions are nearly identical, except for their titles. The story takes place during the events of the Clan Invasion in the 3050 era. Players are assigned the role of a Clan Wolf Mechwarrior, who is sent to eliminate several Inner Sphere assets which threaten to destroy the Clan's dominance on the battlefield, and given Timber Wolf/MadCat mech."
Q6813534,"Melon Chan's Growth Diary (Japan: Melon-chan no Seichouki) is a Life simulation game in which the player raises and nurtures a little girl named Melon Chan. The game was only released in Japan and was one of the earliest titles released for the Neo Geo Pocket and, as such, features monochrome graphics. It is compatible with the Neo Geo Pocket Color. A sequel called Melon-Chan Growth Diary 2 was planned, but was cancelled."
Q6822591,"Metal Combat: Falcon's Revenge is a light gun shooter video game developed by Nintendo and Intelligent Systems and published by Nintendo for the Super Nintendo Entertainment System in 1993. It is the sequel to Battle Clash and like its predecessor, it requires the use of the Super Scope peripheral in order to be played."
Q6822684,"Metal Morph is a video game developed by Origin Systems and published by FCI, Inc. for the Super Nintendo Entertainment System."
Q6890275,"Shin Moero!! Pro Yakyuu (新・燃えろ！！プロ野球, lit. ""New Flame!! Pro Baseball"") is a 1989 Nintendo Entertainment System traditional baseball simulation video game. No attempt was made to release the game in Australia, North America, Europe, or anywhere else in the world."
Q6907539,"Moon Ranger is an action video game that was developed by Odyssey Software and published by Bunch Games. The player must fly through outer space, destroying meteors and aliens along the way."
Q6954066,"NHL Stanley Cup, known as Super Hockey in Europe, is an ice hockey video game developed by Sculptured Software for the Super NES. Unlike most hockey video games of the time, the game features movement in a pseudo-3D environment using the SNES's Mode 7 hardware feature, similar to Sculptured's previous NCAA Basketball."
Q6965048,"Napoleon Senki (ナポレオン戦記, ""Battles of Napoleon"") is a real-time tactics strategy video game developed by Lenar and published by Irem in March 1988 for the Family Computer. In August that same year, Broderbund announced that it would be released for the North American NES console as The Battlefields of Napoleon; which was eventually cancelled. This video game allows the player to re-enact the Napoleonic Wars using a bird's-eye view. Starting with earliest battles against the Holy Roman Empire to grab territory for the fledgling French Republic during the French Revolutionary Wars in the year 1796, Napoleon would guide the French Revolutionary Wars until they ended in 1802. All the nations that were a participant in the Napoleonic Wars were included like the Russian Empire, Great Britain, and the Spanish Empire."
Q7001764,"Neugier: Umi to Kaze no Kodō (ノイギーア〜海と風の鼓動〜, ""Neugier ~Pulse of the Sea and Wind~"") is an action-adventure / action role-playing game for the Super Famicom. Although the game was scheduled for release in the United States as The Journey Home: Quest for the Throne, in November 1993, the project was cancelled."
Q7097243,"Operation Logic Bomb: The Ultimate Search & Destroy, known in Japan as Ikari no Yōsai (怒りの要塞, ""The Fortress of Fury"") is a 1993 overhead action video game developed and published by Jaleco for the Super NES/Famicom. It was first released in Japan on April 23, 1993, and later in North America in September 1993. It is the second sequel to the Game Boy game Fortified Zone, following the Japan-only Game Boy sequel Ikari no Yōsai 2. Although the Japanese version shares the same title as the original Game Boy game, it is not a remake. It was later re-released as BS Ikari no Yōsai on the Satellaview system."
